Rank	Pos	size	score	Enrichment	pvalue	MutNumber	Tumor
23860	chr7:121438623-121438981	358	127	3.79914	12.77462	0	FL
23861	chr7:13974156-13974830	674	127	3.79914	12.77462	0	FL
23862	chr9:122902170-122902835	665	127	4.59096	12.77249	0	FL
23863	chr7:101992850-101993273	423	127	3.86463	12.76005	0	FL
23864	chr16:81835757-81836656	899	127	3.93726	12.75847	0	FL
23865	chr1:186178918-186179503	585	127	4.82634	12.75101	0	FL
23866	chr1:206909105-206909785	680	127	4.82634	12.75101	0	FL
23867	chr19:49887772-49888524	752	127	4.82634	12.75101	0	FL
23868	chr2:173991196-173991674	478	127	4.82634	12.75101	0	FL
2387	chr3:14177235-14180101	2866	1000	54.10447	674.44073	0	FL
23870	chr7:87747387-87747798	411	127	4.82634	12.75101	0	FL
23871	chr22:50169371-50169652	281	127	5.25652	12.75050	0	FL
23872	chr6:26607610-26608091	481	127	5.25652	12.75050	0	FL
23873	chr8:11502299-11503097	798	127	5.25652	12.75050	0	FL
23874	chr17:66441177-66442105	928	127	4.58066	12.74336	0	FL
23875	chr2:230877199-230878358	1159	127	4.58066	12.74336	0	FL
23876	chr6:42572897-42573181	284	127	4.58066	12.74336	0	FL
23877	chr9:96413077-96413393	316	127	4.58066	12.74336	0	FL
23878	chr4:153437593-153437864	271	127	4.58066	12.74335	0	FL
23879	chr22:44050081-44051375	1294	127	5.09883	12.73967	0	FL
2388	chr5:139340652-139343983	3331	1000	54.10447	674.44073	0	FL
23880	chr16:12271947-12272420	473	127	3.85882	12.73818	0	FL
23881	chr16:27235211-27235941	730	127	3.85882	12.73818	0	FL
23882	chr2:64831197-64831856	659	127	3.85882	12.73818	0	FL
23883	chr1:156081359-156081698	339	127	4.94735	12.71847	0	FL
23884	chr1:120559174-120559564	390	127	5.57828	12.71386	0	FL
23885	chr1:146369821-146370313	492	127	5.57828	12.71386	0	FL
23886	chr1:150549445-150549753	308	127	5.57828	12.71386	0	FL
23887	chr11:1605889-1606467	578	127	5.57828	12.71386	0	FL
23888	chr11:19939127-19939741	614	127	5.57828	12.71386	0	FL
23889	chr12:63167852-63168414	562	127	5.57828	12.71386	0	FL
2389	chr1:26921018-26923630	2612	1000	61.60258	674.35333	0	FL
23890	chr12:67792237-67792659	422	127	5.57828	12.71386	0	FL
23891	chr12:8018676-8019084	408	127	5.57828	12.71386	0	FL
23892	chr13:39602600-39603772	1172	127	5.57828	12.71386	0	FL
23893	chr13:92280908-92281224	316	127	5.57828	12.71386	0	FL
23894	chr14:106153697-106154140	443	127	5.57828	12.71386	8	FL
23895	chr15:30103675-30104080	405	127	5.57828	12.71386	0	FL
23896	chr16:29228280-29228548	268	127	5.57828	12.71386	0	FL
23897	chr17:15700306-15700719	413	127	5.57828	12.71386	0	FL
23898	chr17:45621212-45621460	248	127	5.57828	12.71386	0	FL
23899	chr19:47019815-47020230	415	127	5.57828	12.71386	0	FL
239	chr3:53128772-53131348	2576	1000	59.36653	836.43390	0	FL
2390	chr7:66113772-66117097	3325	1000	36.18458	674.30432	0	FL
23900	chr20:3118155-3118544	389	127	5.57828	12.71386	0	FL
23901	chr20:4172377-4172712	335	127	5.57828	12.71386	0	FL
23902	chr22:17980228-17981141	913	127	5.57828	12.71386	0	FL
23903	chr22:19714561-19714968	407	127	5.57828	12.71386	0	FL
23904	chr22:22651112-22651506	394	127	5.57828	12.71386	0	FL
23905	chr4:103707606-103707941	335	127	5.57828	12.71386	0	FL
23906	chr4:65998863-65999187	324	127	5.57828	12.71386	0	FL
23907	chr5:180071865-180072393	528	127	5.57828	12.71386	0	FL
23908	chr6:30006550-30006955	405	127	5.57828	12.71386	0	FL
23909	chr7:102340794-102341842	1048	127	5.57828	12.71386	0	FL
2391	chr1:31928897-31939086	10189	1000	60.84901	674.19678	0	FL
23910	chr7:73007233-73007644	411	127	5.57828	12.71386	0	FL
23911	chr8:12659166-12659461	295	127	5.57828	12.71386	0	FL
23913	chr8:42193487-42193839	352	127	5.57828	12.71386	0	FL
23915	chrX:103356350-103357003	653	127	5.57828	12.71386	0	FL
23916	chrX:111096002-111096576	574	127	5.57828	12.71386	0	FL
23917	chrX:119775774-119776144	370	127	5.57828	12.71386	0	FL
23918	chrX:150365167-150365949	782	127	5.57828	12.71386	0	FL
23919	chrX:153726343-153726970	627	127	5.57828	12.71386	0	FL
2392	chr14:54487512-54489797	2285	1000	60.84901	674.19678	0	FL
23920	chrX:30635393-30635770	377	127	5.57828	12.71386	0	FL
23921	chrX:3143230-3143948	718	127	5.57828	12.71386	0	FL
23922	chrX:37779986-37780533	547	127	5.57828	12.71386	0	FL
23923	chrX:3843211-3843603	392	127	5.57828	12.71386	0	FL
23924	chrX:43654178-43654443	265	127	5.57828	12.71386	0	FL
23925	chrX:48835744-48836059	315	127	5.57828	12.71386	0	FL
23926	chr12:49201370-49201847	477	127	4.25969	12.71152	0	FL
23927	chr12:53200113-53200507	394	127	4.25969	12.71152	0	FL
23928	chr15:59516421-59517294	873	127	4.25969	12.71152	0	FL
23929	chr2:224646474-224646813	339	127	4.25969	12.71152	0	FL
2393	chr4:129090637-129095145	4508	1000	60.84901	674.19678	0	FL
23930	chr3:170128218-170128657	439	127	4.25969	12.71152	0	FL
23931	chr8:143891380-143891758	378	127	4.25969	12.71152	0	FL
23932	chr8:38936894-38937352	458	127	4.25969	12.71152	0	FL
23933	chr9:110056890-110057257	367	127	4.25969	12.71152	0	FL
23934	chr7:90239722-90240111	389	126	4.56021	12.68537	0	FL
23935	chr3:114008783-114009241	458	126	4.67400	12.67769	0	FL
23936	chr1:184610598-184611502	904	126	5.38482	12.67197	0	FL
23937	chr11:128291222-128292384	1162	126	5.38482	12.67197	0	FL
23938	chr2:187821740-187822038	298	126	5.38482	12.67197	0	FL
23939	chr2:213766548-213766880	332	126	5.38482	12.67197	0	FL
2394	chr3:4302897-4305081	2184	1000	66.48016	674.14252	0	FL
23940	chr5:97098892-97099264	372	126	5.38482	12.67197	0	FL
23942	chr19:50137152-50137389	237	126	4.14832	12.64520	0	FL
23943	chr5:72308568-72309189	621	126	4.14832	12.64520	0	FL
23944	chr1:54950528-54950837	309	126	4.65480	12.62524	0	FL
23945	chr10:75013701-75014341	640	126	4.65480	12.62524	0	FL
23946	chr11:62859334-62860386	1052	126	4.65480	12.62524	0	FL
23947	chr12:96377832-96378332	500	126	4.65480	12.62524	0	FL
23948	chr14:49018545-49019872	1327	126	4.65480	12.62524	0	FL
23949	chr17:3688001-3688960	959	126	4.65480	12.62524	0	FL
2395	chr7:150321950-150324777	2827	1000	46.37427	674.10956	0	FL
23950	chr17:64056427-64056767	340	126	4.65480	12.62524	0	FL
23951	chr17:73401804-73402513	709	126	4.65480	12.62524	0	FL
23952	chr18:74286528-74287007	479	126	4.65480	12.62524	0	FL
23953	chr2:225464585-225465392	807	126	4.65480	12.62524	0	FL
23954	chr2:673111-673898	787	126	4.65480	12.62524	0	FL
23955	chr6:167049562-167050786	1224	126	4.65480	12.62524	0	FL
23956	chr6:19999647-20000268	621	126	4.65480	12.62524	0	FL
23957	chr7:90463282-90463746	464	126	4.65480	12.62524	0	FL
23958	chrX:1488150-1488727	577	126	4.65480	12.62524	0	FL
23959	chrX:48631220-48632100	880	126	4.65480	12.62524	0	FL
2396	chr19:47349216-47350477	1261	1000	54.62030	674.08209	0	FL
23960	chrX:79258755-79259225	470	126	4.65480	12.62524	0	FL
23961	chr10:74739032-74739571	539	126	4.43034	12.62486	0	FL
23962	chr11:46100570-46101054	484	126	4.43034	12.62486	0	FL
23963	chr13:40992968-40993777	809	126	4.43034	12.62486	0	FL
23964	chr18:10858589-10859034	445	126	4.43034	12.62486	0	FL
23965	chr18:25512159-25512645	486	126	4.43034	12.62486	0	FL
23967	chr2:110858686-110859673	987	126	4.43034	12.62486	0	FL
23968	chr2:197209786-197211299	1513	126	4.43034	12.62486	0	FL
23969	chr2:88606880-88607355	475	126	4.43034	12.62486	0	FL
2397	chr5:131169886-131172538	2652	1000	54.62030	674.08209	0	FL
23970	chr6:142885659-142886367	708	126	4.43034	12.62486	0	FL
23971	chr9:131678591-131679115	524	126	4.43034	12.62486	0	FL
23972	chr9:131697129-131698835	1706	126	4.43034	12.62486	0	FL
23973	chr9:37512137-37512978	841	126	4.43034	12.62486	0	FL
23975	chr11:129960198-129961040	842	126	4.90786	12.61919	0	FL
23976	chr11:130121540-130122238	698	126	4.90786	12.61919	0	FL
23977	chr15:88641150-88641603	453	126	4.90786	12.61919	0	FL
23978	chr3:71487213-71488019	806	126	4.90786	12.61919	0	FL
23979	chr3:77104814-77105590	776	126	4.90786	12.61919	0	FL
2398	chr7:33128627-33130608	1981	1000	54.62030	674.08209	0	FL
23980	chrX:13013611-13013967	356	126	4.90786	12.61919	0	FL
23981	chr5:14672375-14673132	757	126	4.65200	12.61758	0	FL
23982	chr1:210311306-210311736	430	126	5.53107	12.61381	0	FL
23983	chr11:31812986-31813350	364	126	5.53107	12.61381	0	FL
23984	chr15:71115304-71115599	295	126	5.53107	12.61381	0	FL
23985	chrX:40091762-40092941	1179	126	5.53107	12.61381	0	FL
23986	chr11:111415215-111415796	581	126	2.89324	12.60585	0	FL
23987	chr7:149600130-149600674	544	126	3.19276	12.60570	0	FL
23988	chr11:67432654-67433285	631	125	4.04837	12.59513	0	FL
23989	chr12:89950042-89950643	601	125	4.04837	12.59513	0	FL
2399	chr2:169583870-169586718	2848	1000	44.74374	673.92554	0	FL
23990	chr15:31367511-31367871	360	125	4.04837	12.59513	0	FL
23991	chr19:1047111-1047653	542	125	4.04837	12.59513	0	FL
23992	chr3:129343654-129344406	752	125	4.04837	12.59513	0	FL
23993	chr6:52552498-52552888	390	125	4.04837	12.59513	0	FL
23994	chr10:72218249-72218621	372	125	4.64107	12.58767	0	FL
23995	chr16:3607202-3607948	746	125	4.64107	12.58767	0	FL
23996	chr2:63053669-63054671	1002	125	4.64107	12.58767	1	FL
23997	chr20:40467371-40468027	656	125	4.64107	12.58767	0	FL
23998	chr5:50435097-50435683	586	125	4.64107	12.58767	0	FL
23999	chr6:180626-181077	451	125	4.64107	12.58767	0	FL
24	chr3:129277659-129284401	6742	1000	62.02101	921.17383	1	FL
240	chr8:120443646-120446706	3060	1000	49.77133	836.29449	0	FL
2400	chr2:161159623-161162208	2585	1000	59.01457	673.77802	0	FL
24000	chr1:111144019-111144411	392	125	4.12404	12.56482	0	FL
24001	chr10:129469782-129471051	1269	125	4.12404	12.56482	0	FL
24002	chr12:130879118-130880788	1670	125	4.12404	12.56482	0	FL
24003	chr13:46168111-46169054	943	125	4.12404	12.56482	0	FL
24004	chr14:39957291-39957650	359	125	4.12404	12.56482	0	FL
24005	chr15:40902529-40903411	882	125	4.12404	12.56482	0	FL
24006	chr15:68114145-68114767	622	125	4.12404	12.56482	0	FL
24007	chr16:10949067-10949473	406	125	4.12404	12.56482	0	FL
24008	chr16:1647777-1648054	277	125	4.12404	12.56482	0	FL
24009	chr16:30942110-30942397	287	125	4.12404	12.56482	0	FL
2401	chr9:133029279-133032507	3228	1000	59.01457	673.77802	0	FL
24010	chr17:39959204-39959611	407	125	4.12404	12.56482	0	FL
24011	chr17:78180261-78181116	855	125	4.12404	12.56482	0	FL
24012	chr18:10925914-10927102	1188	125	4.12404	12.56482	0	FL
24013	chr19:17424753-17425411	658	125	4.12404	12.56482	0	FL
24015	chr2:199191401-199191999	598	125	4.12404	12.56482	0	FL
24016	chr20:38858649-38859291	642	125	4.12404	12.56482	0	FL
24017	chr20:63941381-63941822	441	125	4.12404	12.56482	0	FL
24018	chr21:35399881-35400518	637	125	4.12404	12.56482	0	FL
24019	chr4:153116038-153116765	727	125	4.12404	12.56482	0	FL
2402	chr19:50802177-50805732	3555	1000	53.93629	673.70056	0	FL
24020	chr4:81807831-81808132	301	125	4.12404	12.56482	0	FL
24021	chr5:17259433-17260397	964	125	4.12404	12.56482	0	FL
24022	chr5:4699951-4700316	365	125	4.12404	12.56482	0	FL
24023	chr6:147322096-147322593	497	125	4.12404	12.56482	0	FL
24024	chr6:15691008-15691399	391	125	4.12404	12.56482	0	FL
24025	chr7:107892991-107893382	391	125	4.12404	12.56482	0	FL
24026	chr7:2613349-2614587	1238	125	4.12404	12.56482	0	FL
24027	chr9:133371013-133372192	1179	125	4.12404	12.56482	0	FL
24028	chr9:92757639-92758062	423	125	4.12404	12.56482	0	FL
24029	chr17:31537871-31538147	276	125	3.95815	12.55908	0	FL
2403	chr13:21457127-21459390	2263	1000	60.66389	673.48639	0	FL
24030	chr2:197323188-197323980	792	125	3.95815	12.55908	0	FL
24031	chr6:35718060-35718856	796	125	3.95815	12.55908	0	FL
24032	chr14:75475291-75475799	508	125	4.63020	12.55787	0	FL
24033	chr4:73603852-73604614	762	125	4.50986	12.54201	0	FL
24034	chr17:4696544-4697029	485	125	3.87631	12.53523	0	FL
24035	chr5:125005701-125006494	793	125	3.87631	12.53523	1	FL
24036	chr2:47654439-47655153	714	125	3.61306	12.53467	0	FL
24037	chr9:93286561-93287943	1382	125	3.61306	12.53467	0	FL
24038	chr1:183048906-183049621	715	125	3.50024	12.53406	0	FL
24039	chr1:9863444-9864218	774	125	3.50024	12.53406	0	FL
2404	chr12:21500148-21503284	3136	1000	53.27449	673.36420	0	FL
24040	chr11:70364698-70365422	724	125	3.50024	12.53406	0	FL
24041	chr14:73424288-73424957	669	125	3.50024	12.53406	0	FL
24042	chr6:156698569-156699229	660	125	3.50024	12.53406	0	FL
24043	chr7:130149720-130150258	538	125	3.50024	12.53406	0	FL
24044	chr8:3149866-3150859	993	125	5.49264	12.53206	0	FL
24045	chr1:201481691-201482173	482	125	4.29785	12.53089	0	FL
24046	chr1:21518916-21519245	329	125	4.29785	12.53089	0	FL
24048	chr19:3988111-3988398	287	125	4.29785	12.53089	0	FL
24049	chr5:96885452-96886135	683	125	4.29785	12.53089	0	FL
2405	chr10:119176965-119179462	2497	1000	51.27909	673.27075	0	FL
24050	chr14:22447978-22449776	1798	125	3.80173	12.52204	0	FL
24051	chr15:41783063-41783482	419	125	3.80173	12.52204	0	FL
24052	chr2:174771793-174772620	827	125	3.80173	12.52204	0	FL
24053	chr3:185152470-185152932	462	125	4.86900	12.52105	0	FL
24054	chr13:73767135-73767799	664	125	3.73350	12.51824	0	FL
24055	chr7:84336544-84336867	323	125	3.73350	12.51824	0	FL
24056	chr14:51093255-51093658	403	124	4.99854	12.49738	0	FL
24057	chr22:42396713-42397132	419	124	4.99854	12.49738	0	FL
24058	chr4:189092693-189093167	474	124	4.99854	12.49738	0	FL
24059	chr5:156402109-156402668	559	124	4.99854	12.49738	0	FL
2406	chr12:116878166-116881151	2985	1000	51.27909	673.27075	0	FL
24060	chr6:20409486-20409876	390	124	4.99854	12.49738	0	FL
24061	chr6:209559-210258	699	124	4.99854	12.49738	0	FL
24062	chr9:22523202-22523772	570	124	4.99854	12.49738	0	FL
24063	chr9:9847279-9847943	664	124	4.99854	12.49738	0	FL
24064	chrX:13074273-13074709	436	124	4.99854	12.49738	0	FL
24065	chr15:52232546-52232990	444	124	2.99527	12.49603	0	FL
24066	chr10:131903548-131904041	493	124	4.85745	12.49178	0	FL
24067	chr11:24613728-24614759	1031	124	4.85745	12.49178	0	FL
24068	chr11:63999202-63999908	706	124	4.85745	12.49178	0	FL
24069	chr12:110738258-110739170	912	124	4.85745	12.49178	0	FL
2407	chr13:50908589-50912141	3552	1000	51.27909	673.27075	0	FL
24070	chr14:20960962-20961318	356	124	4.85745	12.49178	0	FL
24071	chr14:67532824-67533741	917	124	4.85745	12.49178	0	FL
24073	chr17:38414979-38415516	537	124	4.85745	12.49178	0	FL
24074	chr19:10602072-10602337	265	124	4.85745	12.49178	0	FL
24075	chr2:111451756-111452422	666	124	4.85745	12.49178	0	FL
24076	chr2:144372236-144372916	680	124	4.85745	12.49178	0	FL
24077	chr2:42637948-42638900	952	124	4.85745	12.49178	0	FL
24078	chr2:60446857-60447354	497	124	4.85745	12.49178	0	FL
24079	chr4:131547825-131548788	963	124	4.85745	12.49178	0	FL
2408	chr16:30649834-30652549	2715	1000	51.27909	673.27075	0	FL
24080	chr4:133145961-133146666	705	124	4.85745	12.49178	0	FL
24081	chr4:140807338-140808768	1430	124	4.85745	12.49178	0	FL
24082	chr6:100347903-100348204	301	124	4.85745	12.49178	0	FL
24083	chr6:28807941-28808399	458	124	4.85745	12.49178	0	FL
24084	chr6:99512779-99513244	465	124	4.85745	12.49178	0	FL
24085	chr9:112806081-112806532	451	124	4.85745	12.49178	0	FL
24086	chr9:125187592-125188148	556	124	4.85745	12.49178	0	FL
24087	chr9:33022338-33022878	540	124	4.85745	12.49178	0	FL
24088	chrX:148459641-148460299	658	124	4.85745	12.49178	0	FL
24089	chr11:116926986-116927376	390	124	4.85619	12.48858	0	FL
2409	chr17:2302077-2305129	3052	1000	51.27909	673.27075	0	FL
24090	chr1:92877568-92878167	599	124	3.85862	12.47010	0	FL
24091	chr1:9559128-9560293	1165	124	3.85862	12.47010	0	FL
24092	chr10:14559112-14559610	498	124	3.85862	12.47010	0	FL
24093	chr10:46106454-46107166	712	124	3.85862	12.47010	0	FL
24094	chr10:86512331-86514869	2538	124	3.85862	12.47010	0	FL
24095	chr13:50916255-50917219	964	124	3.85862	12.47010	0	FL
24096	chr14:59444341-59444682	341	124	3.85862	12.47010	0	FL
24098	chr14:63891279-63891929	650	124	3.85862	12.47010	0	FL
24099	chr19:16467594-16468571	977	124	3.85862	12.47010	0	FL
241	chr12:123600993-123603744	2751	1000	74.98617	836.23016	0	FL
2410	chr19:19318872-19322681	3809	1000	51.27909	673.27075	0	FL
24101	chr2:233421918-233422540	622	124	3.85862	12.47010	0	FL
24102	chr22:21781871-21782250	379	124	3.85862	12.47010	0	FL
24103	chr4:124018689-124019301	612	124	3.85862	12.47010	0	FL
24104	chr5:100853031-100853662	631	124	3.85862	12.47010	0	FL
24105	chr5:173734114-173735123	1009	124	3.85862	12.47010	0	FL
24106	chr7:67128926-67129298	372	124	3.85862	12.47010	0	FL
24107	chr9:114604612-114605989	1377	124	3.85862	12.47010	0	FL
24108	chr9:130128375-130128882	507	124	3.85862	12.47010	0	FL
24109	chr13:40206547-40207373	826	124	3.65767	12.46948	0	FL
2411	chr17:28569583-28572528	2945	1000	55.94518	673.18713	0	FL
24110	chr15:59524046-59524496	450	124	3.65767	12.46948	0	FL
24111	chr18:24492256-24493051	795	124	3.65767	12.46948	0	FL
24112	chr2:85420861-85421284	423	124	3.65767	12.46948	0	FL
24113	chr3:183541533-183543010	1477	124	3.65767	12.46948	0	FL
24114	chr5:177489022-177489373	351	124	3.65767	12.46948	0	FL
24115	chr5:96870489-96872024	1535	124	3.65767	12.46948	0	FL
24116	chr6:11025946-11026696	750	124	3.65767	12.46948	0	FL
24117	chr12:113079892-113080280	388	124	4.59789	12.46906	0	FL
24118	chr14:71116017-71116718	701	124	4.18020	12.45755	0	FL
24119	chr21:29078387-29079966	1579	124	4.18020	12.45755	0	FL
2412	chr12:122224209-122226219	2010	1000	46.65764	673.11896	0	FL
24120	chr8:37885898-37886820	922	124	4.18020	12.45755	0	FL
24121	chr9:99112446-99113223	777	124	4.18020	12.45755	0	FL
24122	chr1:27427142-27427874	732	124	4.48018	12.45708	0	FL
24123	chr12:76777544-76778170	626	124	4.48018	12.45708	0	FL
24124	chr13:40402856-40403375	519	124	4.48018	12.45708	0	FL
24125	chr14:77598959-77599606	647	124	4.48018	12.45708	0	FL
24127	chr3:23658729-23659226	497	124	4.84344	12.45624	0	FL
24128	chr1:32361647-32362425	778	124	5.45070	12.44251	0	FL
24129	chr10:14173682-14174484	802	124	5.45070	12.44251	0	FL
2413	chr12:6968803-6972426	3623	1000	46.65764	673.11896	0	FL
24130	chr10:93073508-93074105	597	124	5.45070	12.44251	0	FL
24131	chr12:110658363-110659704	1341	124	5.45070	12.44251	0	FL
24132	chr17:20531914-20532313	399	124	5.45070	12.44251	0	FL
24133	chr2:106521385-106522416	1031	124	5.45070	12.44251	0	FL
24134	chr3:125141683-125142532	849	124	5.45070	12.44251	0	FL
24135	chr4:5676220-5677052	832	124	5.45070	12.44251	0	FL
24136	chr8:17162960-17163573	613	124	5.45070	12.44251	0	FL
24137	chr8:28375588-28375959	371	124	5.45070	12.44251	0	FL
24138	chr8:6772989-6774120	1131	124	5.45070	12.44251	0	FL
24139	chr9:34589845-34590293	448	124	5.45070	12.44251	0	FL
2414	chr13:102771261-102774379	3118	1000	46.65764	673.11896	0	FL
24140	chrX:148647418-148648127	709	124	5.45070	12.44251	0	FL
24141	chr11:95153034-95153626	592	124	4.70744	12.43833	0	FL
24142	chr13:27362149-27362455	306	124	4.70744	12.43833	0	FL
24143	chr3:49813713-49814243	530	124	4.70744	12.43833	0	FL
24144	chr6:118664234-118664953	719	124	4.70744	12.43833	0	FL
24145	chr9:894011-894439	428	124	4.70744	12.43833	0	FL
24146	chr3:183516527-183516840	313	124	3.28488	12.43671	0	FL
24147	chr7:101940624-101940960	336	124	4.36612	12.43404	0	FL
24148	chr19:28469449-28469755	306	124	4.97061	12.42942	0	FL
2415	chr15:43103872-43107022	3150	1000	46.65764	673.11896	0	FL
24150	chr1:145822519-145823181	662	124	5.11436	12.42095	0	FL
24151	chr1:156907276-156907714	438	124	5.11436	12.42095	0	FL
24152	chr10:12484876-12485724	848	124	5.11436	12.42095	0	FL
24154	chr14:61812733-61813141	408	124	5.11436	12.42095	0	FL
24155	chr16:85115117-85115429	312	124	5.11436	12.42095	0	FL
24156	chr19:20365871-20366812	941	124	5.11436	12.42095	0	FL
24157	chr19:4793715-4794083	368	124	5.11436	12.42095	0	FL
24158	chr2:101720819-101721579	760	124	5.11436	12.42095	0	FL
24159	chr8:30717083-30717545	462	124	5.11436	12.42095	0	FL
2416	chr8:100306023-100311102	5079	1000	45.00577	672.91437	0	FL
24160	chr8:41647040-41647636	596	124	5.11436	12.42095	0	FL
24161	chrX:33129557-33130172	615	124	5.11436	12.42095	0	FL
24162	chrX:33170730-33171132	402	124	5.11436	12.42095	0	FL
24163	chrX:7133075-7134705	1630	124	5.11436	12.42095	0	FL
24164	chr7:155750466-155750768	302	124	3.77381	12.41567	0	FL
24165	chr1:150635186-150635941	755	124	5.43600	12.41103	0	FL
24166	chr14:68910516-68910965	449	124	5.43600	12.41103	0	FL
24167	chr19:28542442-28542964	522	124	5.43600	12.41103	0	FL
24168	chr4:85602718-85603402	684	124	4.57660	12.41034	0	FL
24169	chr20:58228675-58229150	475	124	5.26435	12.40393	0	FL
2417	chr16:30378390-30383777	5387	1000	57.14738	672.90424	0	FL
24170	chr14:22531281-22532874	1593	124	4.07502	12.40176	0	FL
24171	chr16:12328479-12329744	1265	124	4.07502	12.40176	0	FL
24172	chr6:43383422-43383853	431	124	4.07502	12.40176	0	FL
24173	chr6:90280620-90281264	644	124	4.07502	12.40176	0	FL
24174	chr9:132383739-132384466	727	124	4.07502	12.40176	0	FL
24175	chr1:150695687-150696029	342	123	4.95676	12.39565	0	FL
24176	chr1:153797398-153797804	406	123	5.10002	12.38744	0	FL
24177	chr1:194388190-194388529	339	123	5.10002	12.38744	0	FL
24179	chr6:3742635-3743164	529	123	5.10002	12.38744	0	FL
2418	chr2:27889582-27892656	3074	1000	57.14738	672.90424	0	FL
24180	chr8:47353266-47353567	301	123	5.10002	12.38744	0	FL
24181	chr9:137625179-137625741	562	123	5.10002	12.38744	0	FL
24182	chr11:64851009-64851353	344	123	4.34811	12.38024	0	FL
24183	chr13:43132644-43134931	2287	123	3.98043	12.36101	0	FL
24184	chr8:120749277-120749597	320	123	3.98043	12.36101	0	FL
24185	chr9:131417070-131417990	920	123	3.98043	12.36101	0	FL
24186	chr17:29584573-29585627	1054	123	4.33916	12.35346	0	FL
24187	chr19:15326663-15327080	417	123	4.33916	12.35346	0	FL
24188	chr2:223832185-223832705	520	123	4.33916	12.35346	0	FL
24189	chr20:64077535-64078029	494	123	4.33916	12.35346	0	FL
2419	chr4:77861589-77864585	2996	1000	57.14738	672.90424	0	FL
24190	chr21:35043556-35044875	1319	123	4.33916	12.35346	0	FL
24191	chr4:109589226-109589930	704	123	4.33916	12.35346	0	FL
24192	chr13:86281966-86282908	942	123	4.55550	12.35201	0	FL
24193	chr17:70102444-70103063	619	123	4.55550	12.35201	0	FL
24194	chr13:98543372-98543847	475	123	3.89490	12.33327	0	FL
24195	chr20:44618126-44618584	458	123	4.54502	12.32299	0	FL
24196	chr6:6330702-6331609	907	123	3.62161	12.32284	0	FL
24197	chr7:47474673-47475273	600	123	3.62161	12.32284	0	FL
24198	chr8:55918049-55919875	1826	123	3.81721	12.31688	0	FL
24199	chr6:44270562-44270873	311	123	5.06983	12.31672	0	FL
242	chr8:96260042-96265499	5457	1000	74.98617	836.23016	0	FL
2420	chr19:45403354-45408306	4952	1000	48.81899	672.86938	0	FL
24200	chr1:23722911-23723243	332	123	4.22741	12.31246	0	FL
24201	chr10:3804113-3804776	663	123	4.22741	12.31246	0	FL
24202	chr11:129968608-129969095	487	123	4.22741	12.31246	0	FL
24203	chr12:11751992-11752964	972	123	4.22741	12.31246	0	FL
24204	chr12:121060280-121060688	408	123	4.22741	12.31246	0	FL
24205	chr13:49533478-49534392	914	123	4.22741	12.31246	0	FL
24206	chr14:21097572-21098130	558	123	4.22741	12.31246	0	FL
24207	chr18:23330485-23331046	561	123	4.22741	12.31246	0	FL
24208	chr18:79792475-79793009	534	123	4.22741	12.31246	0	FL
24209	chr2:200658931-200659885	954	123	4.22741	12.31246	0	FL
2421	chr9:124414105-124415979	1874	1000	48.81899	672.86938	0	FL
24210	chr21:26686073-26686634	561	123	4.22741	12.31246	0	FL
24211	chr22:19116738-19117660	922	123	4.22741	12.31246	0	FL
24212	chr22:38531838-38532120	282	123	4.22741	12.31246	0	FL
24213	chr4:185886886-185887677	791	123	4.22741	12.31246	0	FL
24214	chr4:70711535-70712278	743	123	4.22741	12.31246	0	FL
24215	chr5:126845561-126845854	293	123	4.22741	12.31246	0	FL
24216	chr5:26482361-26482910	549	123	4.22741	12.31246	0	FL
24217	chr5:5418768-5419664	896	123	4.22741	12.31246	0	FL
24218	chr9:92534467-92534998	531	123	4.22741	12.31246	0	FL
24219	chr9:99262995-99263483	488	123	4.22741	12.31246	0	FL
2422	chr22:19852722-19856460	3738	1000	55.21521	672.71600	0	FL
24220	chr2:47503903-47504402	499	123	3.74630	12.31043	0	FL
24221	chr8:125003113-125003861	748	123	4.04641	12.30609	0	FL
24222	chr8:61279189-61279561	372	123	4.32138	12.30013	0	FL
24223	chr18:58946449-58947408	959	122	3.39593	12.29711	0	FL
24224	chr2:64913882-64915235	1353	122	3.39593	12.29711	0	FL
24225	chr1:24555757-24556520	763	122	4.78068	12.29635	0	FL
24226	chr1:3491447-3491722	275	122	4.78068	12.29635	0	FL
24227	chr12:13377822-13379324	1502	122	4.78068	12.29635	0	FL
24228	chr15:38069086-38069731	645	122	4.78068	12.29635	0	FL
24229	chr4:133559837-133560293	456	122	4.78068	12.29635	0	FL
2423	chr1:235159738-235162294	2556	1000	59.76090	672.68634	0	FL
24230	chr8:41664586-41665408	822	122	4.78068	12.29635	0	FL
24231	chr14:77370731-77371851	1120	122	4.53460	12.29407	0	FL
24232	chr20:24842616-24843066	450	122	4.53460	12.29407	0	FL
24233	chr3:11558411-11559380	969	122	4.53460	12.29407	0	FL
24234	chr6:135440189-135440773	584	122	4.53460	12.29407	0	FL
24235	chr7:81834843-81835161	318	122	4.53460	12.29407	0	FL
24236	chr1:4119389-4119726	337	122	5.38051	12.29184	0	FL
24237	chr1:195699324-195699693	369	122	5.21435	12.29175	0	FL
24238	chr11:121467174-121467841	667	122	5.21435	12.29175	0	FL
24239	chr14:101721804-101722293	489	122	5.21435	12.29175	0	FL
