Protein	Gene	Description	WT_1	WT_2	WT_3	OPP_WT_1	OPP_WT_2	OPP_WT_3	OE_1	OE_2	OE_3	OPP_OE_1	OPP_OE_2	OPP_OE_3	Repair_1	Repair_2	Repair_3	OPP_Repair_1	OPP_Repair_2	OPP_Repair_3
Q96KQ7	EHMT2	Histone-lysine_N-methyltransferase_EHMT2_OS=Homo_sapiens_OX=9606	2607171	5094797	9550944	7583269	5335581	9176601	2036978	1810201	10000	1886234	5953884	6298808	10000	2291362	3493175	3919097	7712964	4010333
Q9P0M6	MACROH2A2	Core_histone_macro-H2A.2_OS=Homo_sapiens_OX=9606	7062926	8483521	7253622	3598485	3922155	5417015	6438801	9364671	8163518	4628102	4111482	4181833	5357111	5866966	6009109	3533645	3641987	3547659
P61803	DAD1	Dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_DAD1_OS=Homo_sapiens_OX=9606	50023361	56891038	50638693	180865897	179116671	188220847	51378994	48235523	49779997	201347092	177486513	221007596	57015628	56560299	60385481	289686557	237185683	248307184
P58004	SESN2	Sestrin-2_OS=Homo_sapiens_OX=9606	6904944	7210135	6340173	6324798	10974433	11640236	7937781	7087215	11051105	5621216	5189013	5495080	4201487	4205737	6970032	4094051	4067266	4041757
Q96A57	TMEM230	Transmembrane_protein_230_OS=Homo_sapiens_OX=9606	14662351	16218316	10292978	6526459	11380207	11094604	22341362	15277751	18430462	13094270	12506916	11909420	16270641	15250049	11805680	9257192	12287626	16091766
P48200	IREB2	Iron-responsive_element-binding_protein_2_OS=Homo_sapiens_OX=9606	3499771	4265174	5014935	10540406	8279734	9273789	4214694	4708530	2921477	9113119	5075359	7372995	4790815	3693111	4479666	6046507	5307857	6693986
P01876	IGHA1	Immunoglobulin_heavy_constant_alpha_1_OS=Homo_sapiens_OX=9606	10000	1427005	10000	10000	10000	10000	1282371	1732324	1701343	10000	10000	10000	1024738	1824373	2193255	10000	10000	10000
Q92854	SEMA4D	Semaphorin-4D_OS=Homo_sapiens_OX=9606	4316104	6259227	4826221	13050635	5197165	6300371	8715829	9275158	8215378	5844336	5146612	5023943	15299090	15768417	16137961	13510308	21749667	16312954
Q9BUR5	APOO	MICOS_complex_subunit_MIC26_OS=Homo_sapiens_OX=9606	22847740	23913877	23499734	14792242	14825649	16018692	25725316	25933000	25341691	22936069	18612257	18458639	20932725	18743428	18193126	10684029	12435493	10612786
Q8N9N2	ASCC1	Activating_signal_cointegrator_1_complex_subunit_1_OS=Homo_sapiens_OX=9606	31393699	33042775	38197550	29513785	31001861	22934645	26998538	28144295	30006281	26100310	27334844	24795487	31120039	26581039	27901918	24772204	19314456	18492323
Q96FV2	SCRN2	Secernin-2_OS=Homo_sapiens_OX=9606	3860410	4711431	3344965	2562029	10000	2354764	4798774	5837092	5699523	2161472	10000	3451489	5849178	6682387	6653248	4531534	6206267	6226953
P00742	F10	Coagulation_factor_X_OS=Homo_sapiens_OX=9606	24338480	23418360	17117460	26829989	24895468	26367746	16456590	50727586	31823528	21787835	16347485	19198354	22953138	20664167	27535196	32898483	43200938	46860250
Q5VST6	ABHD17B	Alpha/beta_hydrolase_domain-containing_protein_17B_OS=Homo_sapiens_OX=9606	6512718	1235457	2699714	5887087	6110570	4442501	5313641	3146938	4359212	9869383	4704573	10842551	6755305	6578938	6976940	11889911	9772953	9139406
O95067	CCNB2	G2/mitotic-specific_cyclin-B2_OS=Homo_sapiens_OX=9606	11817922	14453723	15031150	19599095	17876242	20945152	10911401	11861543	12730200	47477366	12422311	38593551	7885725	9356606	7748717	33792187	35865872	11506948
Q0PNE2	ELP6	Elongator_complex_protein_6_OS=Homo_sapiens_OX=9606	27173865	26750345	28281112	30487369	31036058	29609184	24902946	24697244	23538546	31977513	27745710	28169987	24863274	23657446	25070843	25920038	25067681	26599577
Q6ZUX7	LHFPL2	LHFPL_tetraspan_subfamily_member_2_protein_OS=Homo_sapiens_OX=9606	4406601	6040242	3978826	9426317	7316509	7890296	10000	2863936	10000	7005997	7373633	7313246	5581316	5898949	6010938	9122348	11573312	10340075
Q9BUL9	RPP25	Ribonuclease_P_protein_subunit_p25_OS=Homo_sapiens_OX=9606	4743140	7677636	4856277	8549832	12313783	12911789	6032898	6977695	8064983	12291084	11111459	14424661	6753119	8078457	7554182	11940087	11602966	11264549
P01031	C5	Complement_C5_OS=Homo_sapiens_OX=9606	36446897	41809416	39071543	38820575	31773519	34148548	43277789	51679810	50196500	40783012	43292155	41737568	57230404	62272707	52467153	44780792	49223788	49946757
Q13114	TRAF3	TNF_receptor-associated_factor_3_OS=Homo_sapiens_OX=9606	529393	6784969	1688216	10000	10000	10000	10000	10000	10000	2655405	2538687	10725977	10000	10000	10000	10000	19802635	10000
O60331	PIP5K1C	Phosphatidylinositol_4-phosphate_5-kinase_type-1_gamma_OS=Homo_sapiens_OX=9606	2462630	1573440	809658	1313414	759801	1819935	1252879	1142787	2678530	1035946	10000	1408379	1624309	769128	740622	10000	1300939	804062
Q9BY50	SEC11C	Signal_peptidase_complex_catalytic_subunit_SEC11C_OS=Homo_sapiens_OX=9606	35903563	39996477	41160849	17906248	16296072	12732818	31998186	31656679	31089223	14199984	23070307	20794102	18954040	21668594	21413095	10264744	13299625	13939777
Q9NZT1	CALML5	Calmodulin-like_protein_5_OS=Homo_sapiens_OX=9606	51197288	27580815	23688871	35656303	44994223	31386457	49151281	49830442	46860615	19982983	28459362	19138407	37737747	40251178	35498220	21699015	26143963	24126632
Q86VR2	RETREG3	Reticulophagy_regulator_3_OS=Homo_sapiens_OX=9606	7045048	11001937	8474811	9205172	10706021	11522726	12471194	16106585	13646900	16878280	15679850	10905060	15545449	16056978	16517310	19089874	21522735	19605757
Q92613	JADE3	Protein_Jade-3_OS=Homo_sapiens_OX=9606	10000	10000	10000	6539556	6861460	10000	10000	10000	10000	10000	1651530	10000	10000	10000	10000	2467624	10000	679121
O60828	PQBP1	Polyglutamine-binding_protein_1_OS=Homo_sapiens_OX=9606	12310609	13493970	15054680	9758687	3914159	5407759	31076715	24944005	23500517	5883077	7116850	6232974	20181324	24931332	23865984	9136475	6295808	4903823
Q969X0	RILPL2	RILP-like_protein_2_OS=Homo_sapiens_OX=9606	22169021	23223594	21354335	16935329	14024911	15811890	18473437	17838547	17678084	8389194	9672892	7435607	14252129	17862145	16244705	13198736	13434886	13319540
Q02446	SP4	Transcription_factor_Sp4_OS=Homo_sapiens_OX=9606	13310089	10000	4190888	10000	6642323	4699372	5650211	18891404	4813708	6360178	4955112	3287932	15427611	14136623	6212327	3696003	4055352	8452738
O14880	MGST3	Microsomal_glutathione_S-transferase_3_OS=Homo_sapiens_OX=9606	8155111	7092754	6235551	6340372	4302597	5704097	3018289	2976451	2829313	4610917	4946759	4499431	6963976	8645649	8396586	5248119	7375527	8261452
Q9GZQ8	MAP1LC3B	Microtubule-associated_proteins_1A/1B_light_chain_3B_OS=Homo_sapiens_OX=9606	39370064	39315913	41103400	34595414	45224610	45936785	48464060	55023634	54779863	62620534	53386143	51608499	56439834	61273884	62933402	54001653	62135388	64614573
Q9HB58	SP110	Sp110_nuclear_body_protein_OS=Homo_sapiens_OX=9606	14353198	16167782	14910214	15421556	14868160	17693432	15157197	15017031	16847795	13871687	13091685	15551290	6802918	11461865	12080902	14475109	10870646	11191760
P49450	CENPA	Histone_H3-like_centromeric_protein_A_OS=Homo_sapiens_OX=9606	2299730	3403349	10000	2603924	2901971	3653079	3267127	10000	2053332	1381766	3030488	2565512	2803418	1804657	1516885	2627583	4202178	3759196
Q15643	TRIP11	Thyroid_receptor-interacting_protein_11_OS=Homo_sapiens_OX=9606	1018919	1556359	1783706	10000	10000	447461	3150538	1200485	1747948	1207848	2616539	3730703	2093952	2654132	2693491	920904	10000	10000
Q15493	RGN	Regucalcin_OS=Homo_sapiens_OX=9606	8596413	14761174	17781120	19853892	23204147	11457642	2198290	3102404	1586835	699431	7243877	12047858	9818925	3784268	5770003	7076840	9912198	8754883
Q96GX2	ATXN7L3B	Ataxin-7-like_protein_3B_OS=Homo_sapiens_OX=9606	11220729	9918359	9115628	14019004	11749290	11302335	11663806	7861811	17398584	1590770	8649962	10377566	9496073	7409266	5136384	10000	583213	739966
Q9Y291	MRPS33	"28S_ribosomal_protein_S33,_mitochondrial_OS=Homo_sapiens_OX=9606"	10573659	11129952	12158315	16746108	13196510	16919817	14242403	14533105	15210906	11698049	13060240	30794177	18004000	16465010	17302775	26038110	14760982	15795234
Q9NWB6	ARGLU1	Arginine_and_glutamate-rich_protein_1_OS=Homo_sapiens_OX=9606	158786778	103478532	150069244	49710650	73516048	46326097	96829822	87070188	81629051	51678117	65752627	62874485	101397760	84991278	82160546	53221174	58305060	52494485
Q9UM13	ANAPC10	Anaphase-promoting_complex_subunit_10_OS=Homo_sapiens_OX=9606	6968390	7638925	11938490	11555584	7980294	7528530	6467277	8310963	7058336	15485921	6690881	7270944	6962656	7306728	9772831	6432915	7485129	7000519
P60484	PTEN	"Phosphatidylinositol_3,4,5-trisphosphate_3-phosphatase_and_dual-specificity_protein_phosphatase_PTEN_OS=Homo_sapiens_OX=9606"	10000	10000	1833000	10000	1370125	10000	10000	706241	10000	10000	1102467	10000	10000	955781	821310	10000	793192	10000
Q96BR5	COA7	Cytochrome_c_oxidase_assembly_factor_7_OS=Homo_sapiens_OX=9606	6081976	6156732	7534484	3302764	3469882	8580873	3779317	4537240	4961254	13660047	14245143	12072107	3924251	5173388	4934835	5061260	3815873	6072268
O95295	SNAPIN	SNARE-associated_protein_Snapin_OS=Homo_sapiens_OX=9606	16216897	16147171	19917577	24561759	24863142	23056217	31472207	29118973	26372483	29459675	22101014	24715649	22067490	17410211	21270328	25563797	23375134	23949018
Q96JZ2	HSH2D	Hematopoietic_SH2_domain-containing_protein_OS=Homo_sapiens_OX=9606	36172574	33328827	38104170	32670016	26495299	29224728	34330931	30868899	37582069	42037479	28711166	31865616	36366568	40483957	40362845	21239855	28748187	32888279
Q6NXT1	ANKRD54	Ankyrin_repeat_domain-containing_protein_54_OS=Homo_sapiens_OX=9606	2690552	4987147	7614506	7790026	5713652	6755257	3518215	2099515	3979940	7129810	3523451	4977022	955611	1157390	3056431	1134062	5198057	2080658
O14618	CCS	Copper_chaperone_for_superoxide_dismutase_OS=Homo_sapiens_OX=9606	21804564	28842968	20330805	27981397	29455433	23752991	44728043	44128617	21787816	26101326	28223907	25224287	31619626	28433940	16505412	37331315	36142646	39353553
Q13952	NFYC	Nuclear_transcription_factor_Y_subunit_gamma_OS=Homo_sapiens_OX=9606	37693449	34302160	29214844	14130329	17636276	13342851	44786046	44365480	40200401	19512093	15723121	16903085	39941837	36938321	38705219	18118694	16836918	19011498
O96006	ZBED1	E3_SUMO-protein_ligase_ZBED1_OS=Homo_sapiens_OX=9606	2140144	3391814	1728482	1433820	1345013	955727	4943681	2850429	1333034	10000	4368696	2716362	3588885	4008998	3631541	2764356	1198757	1160638
Q96N11	C7orf26	Uncharacterized_protein_C7orf26_OS=Homo_sapiens_OX=9606	2695851	1694886	3591627	3769810	1657569	2196957	1207474	10000	10000	2595783	1478036	3642849	1358205	2133015	10000	1031061	1028823	876113
Q96SZ5	ADO	2-aminoethanethiol_dioxygenase_OS=Homo_sapiens_OX=9606	10000	3814867	2834686	2149587	7294569	7215962	635211	10000	10000	8147800	11573976	10366838	2444760	3405163	3635607	12731460	8310199	10789715
Q96RN5	MED15	Mediator_of_RNA_polymerase_II_transcription_subunit_15_OS=Homo_sapiens_OX=9606	3530889	4702095	2329387	5452664	3560773	3147411	4805038	3004514	5870961	9560352	6089980	9259317	6206957	4650015	3660519	4452511	5012398	4969055
Q8IVM0	CCDC50	Coiled-coil_domain-containing_protein_50_OS=Homo_sapiens_OX=9606	920741	10000	10000	1130333	10000	998815	10000	10000	10000	2222801	10000	1204162	10000	1125825	10000	1316149	1216389	10000
Q9BUT1	BDH2	3-hydroxybutyrate_dehydrogenase_type_2_OS=Homo_sapiens_OX=9606	32223804	32189864	33280330	31664199	32130223	33306093	61146581	48095049	55177877	24426841	26365142	28885698	34849863	33246771	33569937	47735053	39366311	44993647
O00635	TRIM38	E3_ubiquitin-protein_ligase_TRIM38_OS=Homo_sapiens_OX=9606	3343459	2744722	3413174	9631602	8175679	8860179	3100240	3228319	3671921	8349765	6148972	6674049	4241403	3686752	4958413	8291215	10265235	10051533
P22415	USF1	Upstream_stimulatory_factor_1_OS=Homo_sapiens_OX=9606	45067208	44782158	50668233	43269649	39381070	36472345	63511436	61547086	61769499	61646566	62550357	51054468	50157104	52237347	52356891	70168416	76844970	79510307
Q13291	SLAMF1	Signaling_lymphocytic_activation_molecule_OS=Homo_sapiens_OX=9606	38351013	37656228	36048066	28696820	27369280	31937215	40619309	41842558	44021820	27440536	33486063	25643326	58181659	57887138	48217747	47229847	32767542	30950908
Q7Z7F7	MRPL55	"39S_ribosomal_protein_L55,_mitochondrial_OS=Homo_sapiens_OX=9606"	14428609	12718042	13051562	14385283	11670961	12443188	17785637	16658283	23427479	22399883	13053055	9330125	24166036	14137601	21341182	10879597	10240140	10740786
O94806	PRKD3	Serine/threonine-protein_kinase_D3_OS=Homo_sapiens_OX=9606	1886416	3262824	4068875	2718519	1717960	2962024	4043279	1872619	3689287	3670831	2213543	1272370	2383974	3772839	4598556	2979125	2383983	3247272
P59780	AP3S2	AP-3_complex_subunit_sigma-2_OS=Homo_sapiens_OX=9606	1881414	1041278	2582116	10000	10000	820048	3223146	5640171	4549137	10000	10000	10000	4258972	2782137	2405346	901555	980166	10000
Q8IXM6	NRM	Nurim_OS=Homo_sapiens_OX=9606	10012187	3493653	4604436	41574940	38690156	38712532	10000	10000	10000	44355248	32354018	28605643	1807228	945575	7205464	55738412	63251652	62899558
Q14644	RASA3	Ras_GTPase-activating_protein_3_OS=Homo_sapiens_OX=9606	15384763	16308051	14913120	15021690	16871496	16617847	14682099	11860936	13445220	14547308	11232393	14625291	15897309	13028886	15105825	13296786	9659553	11608041
P35610	SOAT1	Sterol_O-acyltransferase_1_OS=Homo_sapiens_OX=9606	23211564	29710465	27441086	24808367	22499169	19200213	17032920	21037442	16240403	15363650	14968957	17835409	23936058	20119251	23719338	16218488	17105752	17737099
P26447	S100A4	Protein_S100-A4_OS=Homo_sapiens_OX=9606	13243181	16629072	15102976	20077173	17357203	21930012	9526898	10550561	7012598	21844740	30795775	23980748	3122997	3650722	2905296	10273467	8117069	7718174
Q9NZJ6	COQ3	"Ubiquinone_biosynthesis_O-methyltransferase,_mitochondrial_OS=Homo_sapiens_OX=9606"	4217670	4837755	8604724	9908457	4691719	6320672	6102036	2913828	7626823	5992995	5705551	6711806	8570954	10000	3811818	12254343	12315771	11494747
Q9Y237	PIN4	Peptidyl-prolyl_cis-trans_isomerase_NIMA-interacting_4_OS=Homo_sapiens_OX=9606	24212457	32198609	29138782	29074425	34529565	37899921	36510329	30583317	32183615	36014467	32034362	32923381	24308481	24204146	26098201	31113383	31731418	31118073
Q8TBZ6	TRMT10A	tRNA_methyltransferase_10_homolog_A_OS=Homo_sapiens_OX=9606	199635741	202872020	236119563	203687305	241875748	219187845	181044184	170266645	152733104	204614155	277207918	236835941	182237263	161186367	161822530	225279593	206358923	206280613
Q9NUL7	DDX28	Probable_ATP-dependent_RNA_helicase_DDX28_OS=Homo_sapiens_OX=9606	6176653	9631911	12103874	9365800	3120213	6137045	12399305	10738216	12526106	7354761	9591555	7569443	10329540	9706768	4927243	4321227	4848647	6904931
O00592	PODXL	Podocalyxin_OS=Homo_sapiens_OX=9606	130296282	110265137	155111896	70258566	115916507	57709305	66016886	61543934	50692092	48706373	78517338	66616895	123439403	90918578	88313263	80607928	77741554	76555019
Q96F63	CCDC97	Coiled-coil_domain-containing_protein_97_OS=Homo_sapiens_OX=9606	10000	1198922	1866729	3275791	2848838	2957842	2603746	1504031	1159008	6173220	4363428	6269035	1265523	1547896	1926794	1453593	2747297	3124242
P49768	PSEN1	Presenilin-1_OS=Homo_sapiens_OX=9606	8463170	9160408	9156763	5584071	7811347	4653357	10718501	7669118	9543780	9453781	6003563	6487978	8803234	9822404	9636858	8699076	12457096	15751838
Q9Y2I1	NISCH	Nischarin_OS=Homo_sapiens_OX=9606	1820715	2011574	1636184	5015003	4768892	7598755	4443249	2338909	5922447	8870175	2264682	4992985	4576390	2370519	4237717	1680361	2946938	1594449
Q86VZ1	P2RY8	P2Y_purinoceptor_8_OS=Homo_sapiens_OX=9606	22264927	22136074	20390305	22574108	26474174	22108142	16941792	16918162	15435510	25689619	24631089	23944504	21554154	22911102	24386380	25413921	30089248	27475633
Q9C0B0	UNK	RING_finger_protein_unkempt_homolog_OS=Homo_sapiens_OX=9606	5144379	5901638	6515342	8358610	4119737	3385661	6645665	5290038	6461634	4069495	4822800	4521580	6289451	6480672	7528968	3934666	1399102	1342075
Q9P2N6	KANSL3	KAT8_regulatory_NSL_complex_subunit_3_OS=Homo_sapiens_OX=9606	3393433	3751796	4426871	3516127	6024738	2746409	3597438	2876678	1327065	4541317	3056333	4436910	10000	3027612	3037145	3170023	3422570	2049277
Q9BSR8	YIPF4	Protein_YIPF4_OS=Homo_sapiens_OX=9606	5589351	9508479	6559745	20653438	24094386	25087447	14138324	8938664	11916777	25655936	20329164	27615574	16326672	13270455	15617394	26750553	14819591	21908514
A6NI79	CCDC69	Coiled-coil_domain-containing_protein_69_OS=Homo_sapiens_OX=9606	33230319	41723760	28238619	77406882	70614906	77603733	26822736	26240686	20683160	87906869	67453938	86799569	33319868	31610244	38839285	80164005	118690981	119081240
Q9NSI8	SAMSN1	SAM_domain-containing_protein_SAMSN-1_OS=Homo_sapiens_OX=9606	3191652	3355856	3074053	1798050	10000	1848078	4092480	1231304	3610709	2998168	4405912	5086518	1410693	2735105	2153051	1322239	1633979	10000
Q06136	KDSR	3-ketodihydrosphingosine_reductase_OS=Homo_sapiens_OX=9606	5258572	5944372	6572173	13674163	12106961	13523625	8691423	7162206	7631813	10851486	11530377	9827848	13388138	13457707	14390704	17357933	15895145	13855311
P51970	NDUFA8	NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_8_OS=Homo_sapiens_OX=9606	35146175	36376796	33725257	40139456	35644214	38992596	39884405	40652130	39867346	24857098	25139044	21955123	35799665	31984865	33006191	20046003	23928309	23266235
Q9P0J0	NDUFA13	NADH_dehydrogenase_[ubiquinone]_1_alpha_subcomplex_subunit_13_OS=Homo_sapiens_OX=9606	23816313	29593190	26017617	12415675	11074326	9651766	26932923	25870678	26441213	15687349	16337868	16428354	24710929	23318494	24747590	17916159	17452331	16744570
Q5UCC4	EMC10	ER_membrane_protein_complex_subunit_10_OS=Homo_sapiens_OX=9606	8191101	7442816	5926292	29555163	27090101	9137292	7456075	4617665	5455729	24074405	6836743	5204202	3678198	8941743	8932853	1253511	4111364	2821306
O75648	TRMU	Mitochondrial_tRNA-specific_2-thiouridylase_1_OS=Homo_sapiens_OX=9606	4145439	4890387	2213874	3806835	2884954	4626183	4034997	2915084	2955642	2178453	2150475	2426625	10000	2365916	10000	2743882	1970684	2169916
P62851	RPS25	40S_ribosomal_protein_S25_OS=Homo_sapiens_OX=9606	845973915	840960699	808047929	1448667982	1372291980	1325778276	1236178038	1256745927	1237265402	1205350545	1091344706	1108235793	809488069	820600859	785180432	935836777	969866270	972749802
P49356	FNTB	Protein_farnesyltransferase_subunit_beta_OS=Homo_sapiens_OX=9606	28015021	31785642	29340418	24784870	25993782	64761158	46684144	37734198	36866453	31967494	34681203	27381195	43571169	44087691	38320803	61869961	37204532	36882594
P51580	TPMT	Thiopurine_S-methyltransferase_OS=Homo_sapiens_OX=9606	8167788	11174908	11035821	12751385	13479241	14398545	6542510	6248303	8828427	9882203	8975200	8255623	7407951	9130627	8803668	9411133	10666183	9097952
Q9UGH3	SLC23A2	Solute_carrier_family_23_member_2_OS=Homo_sapiens_OX=9606	3033344	1473346	4446356	4234797	1471399	3073983	1907623	4605519	4843201	2767174	2403974	4833387	4471087	6131951	6442927	6397322	2864964	2999805
Q8N5L8	RPP25L	Ribonuclease_P_protein_subunit_p25-like_protein_OS=Homo_sapiens_OX=9606	2176829	2814723	10000	2665844	3755607	3073154	2773971	1799628	1522066	3985955	4057684	3868862	2408690	1095359	2370542	1692126	1511677	1464572
P49137	MAPKAPK2	MAP_kinase-activated_protein_kinase_2_OS=Homo_sapiens_OX=9606	20084808	30752703	27415517	22513931	36792332	39309488	34702754	35249055	29962945	39898415	39795894	39929248	22767184	22088732	24250816	32624890	38093192	29958300
Q9H000	MKRN2	Probable_E3_ubiquitin-protein_ligase_makorin-2_OS=Homo_sapiens_OX=9606	20412810	27688686	25282633	28983788	26192228	29712365	23344502	18062531	22335447	28366507	24862505	25293000	26769037	19269314	22512356	21756180	22606647	21587697
Q9NXV2	KCTD5	BTB/POZ_domain-containing_protein_KCTD5_OS=Homo_sapiens_OX=9606	2892494	7519003	3361007	3739773	4375535	5156755	1016459	2560102	1735706	4543665	4111772	5199401	782580	1063466	2415982	5496667	3355597	5694989
Q9NX62	BPNT2	"Golgi-resident_adenosine_3',5'-bisphosphate_3'-phosphatase_OS=Homo_sapiens_OX=9606"	93523491	95733342	98050383	11112944	228963238	9350561	167262203	6698047	6995344	8203326	7289230	7753356	4560200	74909734	73591335	3774037	3202228	3525530
Q70J99	UNC13D	Protein_unc-13_homolog_D_OS=Homo_sapiens_OX=9606	7268825	11148798	12486229	10354566	10452013	8045938	11102033	6602726	6779464	2956530	4333277	4112644	6509914	10790338	11184587	7971868	11136310	10769592
Q9Y324	FCF1	rRNA-processing_protein_FCF1_homolog_OS=Homo_sapiens_OX=9606	15472014	22514935	20817773	26092396	25293854	27602265	18694461	17187392	14308115	22832870	15264864	19180591	19002269	14145529	15748598	18920185	16122606	16356914
P41212	ETV6	Transcription_factor_ETV6_OS=Homo_sapiens_OX=9606	4334235	3723850	2882019	2436626	3547631	2534558	1924691	3162198	3418289	3902622	2510082	3129357	2976186	2970344	2608965	1721061	1665626	1597661
Q96EP0	RNF31	E3_ubiquitin-protein_ligase_RNF31_OS=Homo_sapiens_OX=9606	11935362	9507819	9436588	7651555	4349269	3585622	7959580	9773305	7785617	3177977	5952586	3378688	11470970	9463825	7501136	3682135	3299425	11570540
Q9UNL2	SSR3	Translocon-associated_protein_subunit_gamma_OS=Homo_sapiens_OX=9606	42246412	44949012	47914393	27965559	36944782	32727465	37299709	41044234	40540895	35080584	30132007	27658755	55285058	63345602	64291418	39392405	39427173	41035397
P01130	LDLR	Low-density_lipoprotein_receptor_OS=Homo_sapiens_OX=9606	2193219	1829481	1880419	10000	10000	10000	2513026	2141363	2383992	2750548	2554179	4775994	2242843	3099381	4325988	3750155	10000	10000
Q15388	TOMM20	Mitochondrial_import_receptor_subunit_TOM20_homolog_OS=Homo_sapiens_OX=9606	40374258	48854690	45310500	38248284	35980507	31543201	29482730	24732169	25064198	18419518	25748828	25046775	22847283	22747079	13911281	21910687	26345908	22077372
Q5D862	FLG2	Filaggrin-2_OS=Homo_sapiens_OX=9606	11564368	13222187	13726057	10000	2972927	10000	12898502	13288635	13941255	7974120	10688825	8449632	12710622	12118545	11275478	3672029	3494859	4345696
Q96CD2	PPCDC	Phosphopantothenoylcysteine_decarboxylase_OS=Homo_sapiens_OX=9606	5038769	6493706	4302703	5603031	9400234	9831299	7468301	6361730	7059684	16382923	14937661	15661009	6379591	7136940	5493848	10663529	9087862	11673266
Q9Y692	GMEB1	Glucocorticoid_modulatory_element-binding_protein_1_OS=Homo_sapiens_OX=9606	120077923	117901979	106415569	168744594	145018271	159405911	97526506	120617245	128506830	139842543	131992687	133069756	135508004	136286484	135729925	138761627	133440131	119347540
Q9Y3D3	MRPS16	"28S_ribosomal_protein_S16,_mitochondrial_OS=Homo_sapiens_OX=9606"	40585848	47834438	38308549	57928139	58951760	68176591	40948915	37760903	38266179	55246015	50513077	56716360	40594144	39893891	36488731	46795519	60358960	60909237
P62857	RPS28	40S_ribosomal_protein_S28_OS=Homo_sapiens_OX=9606	140887483	140007637	151915813	286954894	240228503	251150597	178851953	182753531	179492057	306265449	247712378	254161523	117461400	118491925	123447931	231012472	268387119	260335170
Q9H0X4	FAM234A	Protein_FAM234A_OS=Homo_sapiens_OX=9606	2094169	2332214	3074708	10000	682301	10000	10000	1838318	1004818	10000	1365190	1741078	3889920	3687054	3476386	1043801	3212226	3263514
Q9NXW2	DNAJB12	DnaJ_homolog_subfamily_B_member_12_OS=Homo_sapiens_OX=9606	4130930	9091334	9711489	28761006	24291606	12069519	10822845	15112886	12012969	22755589	17336783	11782720	8199837	14444051	4574344	15844220	15915085	18022735
P49662	CASP4	Caspase-4_OS=Homo_sapiens_OX=9606	2840687	3175050	1189715	3422421	4601094	3419174	10000	775560	10000	10000	10000	10000	3976283	3866697	3580748	7264697	6401104	6659960
Q92623	TTC9	Tetratricopeptide_repeat_protein_9A_OS=Homo_sapiens_OX=9606	5688842	9152233	6713355	22143822	21062440	23674956	6651388	5468655	6848334	18608351	10944250	12140401	6746257	9785454	7660827	17221500	13378625	16727687
O75446	SAP30	Histone_deacetylase_complex_subunit_SAP30_OS=Homo_sapiens_OX=9606	13599515	15866149	17638517	17924962	8075187	17165810	10239731	4678194	7193581	8677066	10140248	11642839	9764261	7564003	7298401	12912735	12524658	12167377
Q9NYL2	MAP3K20	Mitogen-activated_protein_kinase_kinase_kinase_20_OS=Homo_sapiens_OX=9606	727242	690620	10000	661045	10000	10000	783791	10000	10000	10000	10000	10000	960469	676642	10000	814911	10000	10000
Q14011	CIRBP	Cold-inducible_RNA-binding_protein_OS=Homo_sapiens_OX=9606	23342678	24467669	26256405	30777129	32913666	31302075	33192420	36757923	35733234	35837564	33806207	34531079	28354485	26346065	26655397	23060563	26023398	26343569
O00287	RFXAP	Regulatory_factor_X-associated_protein_OS=Homo_sapiens_OX=9606	977808	2268510	3025658	1177887	1891208	1626357	5774820	4240063	5044204	3215431	1353100	1019334	6212295	6497090	5457811	3733398	1387267	1587393
Q15004	PCLAF	PCNA-associated_factor_OS=Homo_sapiens_OX=9606	6285845	6950240	6633196	2936419	2443570	2448472	10237401	9716407	10176520	4154858	3446909	1654848	3971152	1725094	3561237	10000	1128161	10000
O95365	ZBTB7A	Zinc_finger_and_BTB_domain-containing_protein_7A_OS=Homo_sapiens_OX=9606	1545966	3235389	1875587	4489733	2346816	2348187	1638088	10000	3775691	8729650	845823	4493027	3543321	2749472	4074869	5402274	4932123	1534025
Q9H5Z1	DHX35	Probable_ATP-dependent_RNA_helicase_DHX35_OS=Homo_sapiens_OX=9606	4017912	5262644	4755427	3740020	6153572	2178227	3607292	4262418	3389041	2537996	4587219	3873252	3384365	4543661	3106586	3544957	3557417	5168797
Q8N138	ORMDL3	ORM1-like_protein_3_OS=Homo_sapiens_OX=9606	17649635	20698726	19592812	3162880	4103682	4341226	17960121	17186271	14611931	1621981	4562295	5317083	22229280	20940269	21776737	6134197	5360144	3921336
O43683	BUB1	Mitotic_checkpoint_serine/threonine-protein_kinase_BUB1_OS=Homo_sapiens_OX=9606	5021184	3411843	5039807	9366105	7436103	6004896	4115645	3341651	3478738	3351865	5414414	8856644	1997244	3741856	4984907	4555122	3005179	3996265
O75352	MPDU1	Mannose-P-dolichol_utilization_defect_1_protein_OS=Homo_sapiens_OX=9606	24231885	19582444	19805306	33938245	31326647	30282823	16805876	18722348	21727758	50384313	47899690	46411851	33600957	37067946	42280487	56245216	56336894	56763823
Q96NW4	ANKRD27	Ankyrin_repeat_domain-containing_protein_27_OS=Homo_sapiens_OX=9606	5966499	6995372	7868379	8129540	8465937	7521811	6159768	4479320	3073557	7702768	5997220	2667099	2756113	7048185	3334972	1537031	4746056	2318465
